danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,track_id,track_name,artists,track_genre,playlist_id,playlist_name,playlist_type
0.446,0.214,0.741,0.885,0.0326,1.46e-06,0.052,133.436,3fs82T0O6mdVcSHhoNlAES,"Let It Snow, Let It Snow, Let It Snow - Remastered",Dean Martin,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.393,0.162,0.0428,0.956,0.0335,0.000227,0.126,118.54,63rTOuaeQ8pRh7NX1yBB0H,Embraceable You,Sarah Vaughan;Clifford Brown,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.343,0.318,0.11,0.336,0.0312,0.158,0.17,81.993,13cpOnmccZGVGFngLxYN4I,Forever in Love,Kenny G,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.366,0.391,0.461,0.854,0.0425,0.0,0.352,119.182,5I9sHwLDX28tLtzVgKLtpr,Everybody Loves Somebody,Dean Martin,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.484,0.332,0.683,0.787,0.037,0.0,0.373,134.999,6RDMoC2vd1dlVvTzYbCOUU,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.798,0.172,0.433,0.894,0.0998,0.918,0.109,147.838,0mHKNruyEQ4NgVpnqov5wv,Poppy,Dpsht,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.375,0.139,0.0878,0.977,0.0324,8.61e-06,0.0984,75.993,7HIwCTqtsOFRUGyNuXKpg3,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.499,0.304,0.521,0.81,0.0632,0.0,0.0546,129.321,3mk2PERyu8m9vRGjZDAnXa,"Baby, It's Cold Outside - Remastered 2004",Dean Martin,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.688,0.166,0.336,0.819,0.0697,0.0,0.126,88.325,4UapIunqXK3g1HUygS3Zz0,A Kiss To Build A Dream On - Single Version,Louis Armstrong,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.629,0.124,0.796,0.812,0.0366,4.83e-06,0.102,85.258,5hyJ1GbE8vZL1BGKE1MSPJ,Merdu Untukmu - Outro,Tulus,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.297,0.0915,0.201,0.94,0.0325,6.85e-06,0.32,82.484,5KThK90XVaAUvElDBuGXB7,The Christmas Song (Chestnuts Roasting on an Open Fire),Sammy Davis Jr.,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.464,0.356,0.265,0.708,0.03,7.76e-05,0.108,66.377,5zjXQbSVqwdvLpecvDJdrj,Christmas Don't Be Late,Norah Jones,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.494,0.644,0.866,0.704,0.905,0.0,0.781,206.13,7cZbk4qJAaRDKQ6rwEaIs8,The Happiest Christmas Tree - Remastered 2009,Nat King Cole,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.363,0.448,0.643,0.855,0.0506,1.12e-06,0.193,195.303,52sfVsqWuccWqrHbd5znb9,Happy Holiday,Peggy Lee,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.418,0.307,0.332,0.721,0.0275,0.0,0.133,105.515,4RChA0YL2XgsUIrtjpFeQk,Hark! The Herald Angels Sing - Remastered 1999,Nat King Cole,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.745,0.561,0.302,0.289,0.0457,0.172,0.1,93.001,60trJsQeg9AddBAfTLXOu6,Tape Loop - Ronan Remix,Ituana;Ronan,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.425,0.373,0.663,0.686,0.0801,0.0,0.077,78.231,4QxDOjgpYtQDxxbWPuEJOy,L-O-V-E,Nat King Cole,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.446,0.214,0.741,0.885,0.0326,1.46e-06,0.052,133.436,6a9umBwLUy4ZDM9iXg25TO,"Let It Snow, Let It Snow, Let It Snow - Remastered",Dean Martin,jazz,KAGGLE_JAZZ,Jazz (fan-curated proxy),fan_curated
0.468,0.457,0.372,0.698,0.0241,0.0,0.142,84.557,5HMCnOQ0Gyx1R66E2MtfRy,Little Christmas Tree,Michael Jackson,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.497,0.51,0.507,0.0325,0.0834,0.0,0.641,168.288,3BXxB5Vqu3YUCoKn9Ce9y0,Make It Last Forever,Keith Sweat;Jacci McGhee,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.592,0.249,0.155,0.834,0.0402,0.00125,0.113,90.521,7EhzTxJLeLTlk3MQIEisWD,Merry Christmas Everyone - For Nest Audio Sessions,Olivia Dean,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.602,0.707,0.554,0.393,0.302,0.0,0.165,75.087,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.672,0.615,0.944,0.471,0.0293,0.0,0.0911,119.693,7zEvaoS81Ta2d3D5p7zTgX,Frosty The Snowman,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.41,0.169,0.208,0.847,0.0485,0.00327,0.117,89.494,6SEolIp22t0DzeBfCBo3hr,Vibin' Out,FKJ;((( O ))),soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.402,0.444,0.434,0.7,0.0291,0.0,0.158,134.004,3Efqm14OKaVxvymlaK8YOW,The Christmas Song,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,0vFKztLWMCkJbOYQyf3lyL,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.763,0.667,0.75,0.021,0.085,2.4e-05,0.0715,95.864,5mzBmLtKjvf5Vokv9JUq0G,Stars Align,Majid Jordan;Drake,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.675,0.571,0.883,0.379,0.0347,0.0,0.0957,159.96,4bQGs0xWTdQ1R1eZZqHXyH,To the Ends,Aaryan Shah,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.696,0.515,0.397,0.243,0.0322,6.62e-05,0.0657,134.938,3Sx0q69PAFb74XZyLJzq0Q,Twilight,Darci,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,5dNU3M7vGzlU5JAO3eixsa,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.927,0.525,0.778,0.274,0.0667,0.238,0.0672,118.023,1vMGIZbIkpaLSagdF2ygcV,Music Sounds Better with You,NEIL FRANCES,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.524,0.739,0.48,0.215,0.0386,0.0,0.0636,83.095,4lzOxP3nA8E9vxElYDN3JB,You Deserve It All,John Legend,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.87,0.566,0.724,0.157,0.0461,0.0,0.0735,111.999,1DA1HMWSAGuL9UWZlAWer6,Sunday Best,Surfaces,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.69,0.39,0.136,0.282,0.0429,0.0277,0.104,118.085,2cxiwElta7hOIvRRrWhoqk,Sinner,Greentea Peng,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.57,0.0696,0.182,0.888,0.0504,0.0,0.11,139.348,4S6RvLXnYsB4J0PWrxCoVA,The Christmas Song,Aloe Blacc,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.668,0.652,0.712,0.0463,0.04,0.000396,0.141,159.959,3FndTkMFKJuxYYl90ab1cF,Night After Night,Black Atlass,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.515,0.472,0.454,0.876,0.052,0.00325,0.101,195.56,4DcsVmrZKyKWhNOKbMMMQH,Next,Shaker,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.708,0.358,0.118,0.157,0.0563,0.0,0.109,122.021,2CsXdbVGSXXGa08ZDITTUF,Drama,Roy Woods;Drake,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.719,0.415,0.463,0.558,0.0902,0.0,0.293,160.02,4MxtFZEselCTrhs3N8YNhn,Next Thing (Loverboy),Surfaces,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.518,0.709,0.782,0.27,0.179,7.2e-06,0.0985,173.097,0NbNXVWCdtwYlkQOd9ts7Z,The Weight,Aretha Franklin,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.653,0.668,0.711,0.00116,0.0881,0.00269,0.0731,160.048,3CgZCQyuyxHRMWB9BTwmni,Swim Good,Frank Ocean,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.4,0.65,0.15,0.0118,0.0466,7.62e-05,0.791,107.989,4QhWbupniDd44EDtnh2bFJ,Pyramids,Frank Ocean,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.766,0.179,0.355,0.113,0.133,0.0,0.115,137.548,2qlv4y8WQN10vGEGoH2FHW,Fever,Peggy Lee,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.709,0.362,0.113,0.157,0.055,0.0,0.109,122.043,0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),Roy Woods;Drake,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.743,0.832,0.801,0.161,0.0611,0.0,0.0925,149.951,2z7VITS30dBexE91V5QXWv,Sheesh!,Surfaces;Tai Verdes,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.764,0.887,0.72,0.0816,0.0744,0.00011,0.847,118.427,7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,5uxsQErZ4UHBBKnsaTvR2C,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.691,0.776,0.961,0.458,0.0341,1.68e-05,0.33,146.861,51dSf5ZgvAdWad6dmaFc51,Santa Claus Is Coming To Town,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,2SSZlqFPj6pCmOQhwVmgPi,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.395,0.359,0.168,0.663,0.0295,0.0,0.118,61.467,3dhESdAWCg5FCK0Yu8uyXP,Have Yourself A Merry Little Christmas,Toni Braxton;Babyface,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.468,0.565,0.581,0.522,0.101,0.0,0.0517,140.941,4M7cwc9BrGlSQzSxwx6x0P,"Rudolph, The Red-Nosed Reindeer",Mary J. Blige,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.864,0.594,0.841,0.156,0.0448,8.34e-05,0.111,101.564,0bBrzWjLjJiWKMveUiQqF4,I'll Take You There,The Staple Singers,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.484,0.368,0.142,0.74,0.0341,3.82e-05,0.118,92.923,5sra5UY6sD658OabHL3QtI,Empire State of Mind (Part II) Broken Down,Alicia Keys,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.57,0.0696,0.182,0.888,0.0504,0.0,0.11,139.348,3WdCLmLCjG4aP2yCAJf3or,The Christmas Song,Aloe Blacc,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.689,0.68,0.646,0.321,0.0427,0.0211,0.0431,100.987,7s1upm7yr7ZjrzXMwHawtG,Sexual Healing - Kygo Remix,Marvin Gaye;Kygo,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.858,0.63,0.534,0.107,0.0881,0.00157,0.335,113.004,5LL99SU67F12BNRCUPRZp3,Sponono (Mixed),Kabza De Small;Wizkid;Burna Boy;Cassper Nyovest;Madumane,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,5Qh0fD19S8VQm5uP9r8f4c,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.576,0.617,0.44,0.0614,0.0345,0.0,0.209,96.986,2Fls8fMOrHwJRXFw5cODTb,Ride for Me,Daniel Di Angelo,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.886,0.556,0.354,0.00924,0.063,1.29e-05,0.371,105.046,14909dF5EB4hvURmptzGSB,Basic,N i G H T S,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.651,0.402,0.258,0.639,0.028,7.73e-05,0.0765,119.873,3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.608,0.756,0.55,0.0784,0.176,0.0,0.187,176.086,5BKKy9fIJL5uM9fz1SnqyP,Chicago,Michael Jackson,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,75CDuNCwcUf4CpOCIGyikr,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.545,0.545,0.549,0.667,0.107,5.48e-05,0.417,159.94,3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.672,0.615,0.944,0.471,0.0293,0.0,0.0911,119.693,6bDigKwkMUuAxEUSMsDURL,Frosty The Snowman,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,7wGl2tSsWNvhUIyIJXMSRL,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.636,0.528,0.27,0.299,0.0346,0.0,0.326,107.244,5QOKsL8sdbosNPxDFJNPQz,Last Call,Jamie Miller,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,5qctqtbCZJ1KigxGWqeGVc,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.693,0.893,0.908,0.289,0.0336,0.000787,0.0619,116.6,58WLXDmKoLjSKKKy39DYdS,The Boogie Man,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.659,0.726,0.709,0.308,0.0415,1.31e-05,0.139,93.044,4IGltsj1eH3UA0ZacK3MIh,The Boy Is Mine,Brandy;Monica,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.499,0.48,0.201,0.805,0.0931,0.0,0.121,71.931,1jEKaQuP8gBW2wYqqtNXEf,Demon Time,Aaryan Shah,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.449,0.597,0.505,0.347,0.14,1.03e-05,0.197,134.598,4s1HdR4GZb9OQtfTq1avcq,Creep On Me (feat. French Montana & DJ Snake),GASHI;French Montana;DJ Snake,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.689,0.503,0.0634,0.195,0.101,0.232,0.0678,116.079,1A4tabNlyLKLOHQW2XpjaU,count on,Shallou;Colin,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.672,0.615,0.944,0.471,0.0293,0.0,0.0911,119.693,2gEMYenxffi2CwAhhsacEi,Frosty The Snowman,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.582,0.705,0.64,0.29,0.0539,1.38e-06,0.797,128.89,42z7tdStijHmWnNpenQd0X,I Saw Mommy Kissing Santa Claus,The Jackson 5,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.23,0.438,0.338,0.588,0.038,0.0,0.285,174.373,3DuooTh2cfcYXSlsQbdV0q,The First Noel,Mary J. Blige;The Clark Sisters,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.691,0.741,0.318,0.0868,0.288,0.0,0.109,161.917,5CfpIqcI46MiKEkRl89snb,It Is What It Is,Jamie Miller,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.524,0.739,0.48,0.215,0.0386,0.0,0.0636,83.095,4SpPoKDzu2pzMj0bR638YZ,You Deserve It All,John Legend,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.59,0.687,0.843,0.658,0.101,0.00016,0.117,192.123,2p7i9qV8ciRIwoAVOmakQu,Endlessly,Omar Apollo,soul,KAGGLE_SOUL,Soul (fan-curated proxy),fan_curated
0.513,0.171,0.321,0.775,0.0422,0.458,0.139,118.461,0h4jHdNzUrV9eGR2PT5R8c,Lenny,Stevie Ray Vaughan,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.685,0.933,0.504,0.448,0.0851,1.07e-06,0.258,99.58,0FFF1XdIhaltnRplV4gU2P,Cauchemar de course,Bernard Adamus,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.32,0.412,0.282,0.188,0.0316,0.0339,0.0644,132.986,7FtRUrOEDUHTvenvp1BqZo,Catch The Rainbow,Rainbow,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.872,0.384,0.938,0.418,0.0388,0.317,0.0687,102.597,4c0Mgs559lG4sPiEC3XcxY,To Know You Is To Love You,B.B. King,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.443,0.727,0.566,0.263,0.145,0.000141,0.169,160.82,1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,Big Brother & The Holding Company;Janis Joplin,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.37,0.755,0.595,0.204,0.0552,0.0266,0.663,85.377,3kwtAEYzWabYBdSIfjoNmL,The Prowl,Dan Auerbach,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.627,0.706,0.896,0.146,0.0353,5.46e-05,0.113,88.833,2wuVLKBAcmvYUOhjCQDQNl,Season Of The Witch,Lou Rawls,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.699,0.711,0.397,0.123,0.0383,1.55e-05,0.25,112.028,02zFk3c748KgXfqaIgnDgL,Lowlife,Adam Jensen,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.728,0.919,0.963,0.0495,0.0494,0.0,0.152,130.22,3WBJcwnBI1eocuhkwTz8dg,Takin' Care Of Business,Bachman-Turner Overdrive,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.299,0.478,0.239,0.501,0.0268,0.293,0.0781,149.748,5P1tKRDdj7gJEFuqtKYJPA,The Bluest Blues,Alvin Lee,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.93,0.621,0.927,0.0144,0.215,0.0,0.19,95.004,5BuDLiklfDz5apUeOQbH95,If I Get Drunk Tonight (Remix),Bigg Robb,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.616,0.612,0.897,0.169,0.0275,0.434,0.101,114.558,0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,Deep Purple,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.569,0.648,0.965,0.00382,0.0375,0.054,0.108,150.396,0KbtyQ2oKJWiFJz5wY4HBX,Tube Snake Boogie,ZZ Top,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.577,0.683,0.745,0.0638,0.0514,1.04e-06,0.194,155.046,672h5dJCAAHaCHSe9FoAG9,New Bad Habit,Adam Jensen,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.338,0.847,0.232,0.00881,0.0458,0.00105,0.147,139.061,0zlaa4AmbFE7MVDijsyD9Q,Heat Above,Greta Van Fleet,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.866,0.64,0.563,0.00996,0.0824,1.59e-05,0.0755,103.011,4ZKLmo5TSZebyenBpln7l8,Lacee's Groove,Lacee,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.43,0.141,0.143,0.757,0.0286,0.000499,0.127,93.577,4G1rzFZNDcReeg9BOpNimT,Smile,David Gilmour,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.426,0.305,0.537,0.863,0.0365,0.0,0.0993,82.059,1VNfpCEQ0PfyfbuE5N8alF,Feeling Good,Nina Simone,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.609,0.247,0.485,0.961,0.0425,2.41e-06,0.219,112.3,5Vv9gXd6HmKtjMgeQbYWq5,Have Yourself A Merry Little Christmas,Ella Fitzgerald,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.647,0.876,0.949,0.881,0.185,3.59e-05,0.26,151.925,3jjT8uAXdwIgXCbRjfnsSE,Run Rudolph Run,Chuck Berry,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.201,0.854,0.659,0.115,0.107,0.017,0.245,168.211,1XcM5R8ytZTXDoBmTFzB66,Dear Mr. Fantasy,Traffic,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.491,0.737,0.456,0.279,0.04,0.0,0.106,166.627,2XEZ7vNowkcxPDbehugy3Q,Weekend Love,Golden Earring,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.653,0.621,0.721,0.12,0.0283,0.0,0.155,83.954,0jYJjQ4Z4QqM6O4scuokUW,Try Me,T.K. Soul,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.528,0.563,0.652,0.706,0.041,0.0155,0.149,168.403,2Ras7UcXvzenVmkyVMibdh,Casa Con Diez Pinos,Manal,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.171,0.448,0.132,0.146,0.0468,0.000258,0.115,187.15,4kH98W7Wqeycg6CzrrX8JP,Far From Home (The Raven),Sam Tinnesz,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.389,0.29,0.158,0.406,0.0393,4.13e-05,0.0758,185.01,41bZ32oR2zk5h9BMSI5da5,Anyone Who Knows What Love Is (Will Understand),Irma Thomas,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.556,0.472,0.688,0.361,0.0251,0.0,0.086,99.52,6X8RqDZ09tGdBxOuDPEuq8,Tepi Campuhan,Slank,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.633,0.619,0.924,0.257,0.0336,0.0,0.0631,135.181,4s4huMzMAmAAbEuSAmwt6b,Woman Is The Root Of All Evil,Dr. John,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.498,0.242,0.312,0.835,0.0257,0.536,0.133,153.744,1kgdslQYmeTR4thk9whoRw,Tears in Heaven,Eric Clapton,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.549,0.891,0.508,0.0141,0.0351,0.00323,0.0661,111.996,4a5Dibxjp4I8e4DWHg6apf,Simple Life,Lynyrd Skynyrd,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.638,0.0767,0.599,0.937,0.0588,0.0,0.121,114.353,3DdZImFHeAEhvWCTgnfOyC,Baby It's Cold Outside,Ella Fitzgerald;Louis Jordan & His Tympany Five,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.675,0.676,0.502,0.469,0.0265,5.69e-05,0.179,122.99,2OGMCY04v5CvjyhHun4ADm,Only Love,The Changcuters,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.705,0.826,0.87,0.0055,0.0565,2.81e-06,0.0588,117.056,1nFOJgG3b6YRrN9Vm6BkMP,Pandangan Pertama (feat. Nirina Zubir),Slank;Nirina Zubir,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.554,0.914,0.688,0.147,0.0441,0.00018,0.109,149.812,1vd768Jafw9sx3CUXl3q8o,Suka Suka,The Changcuters,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.593,0.287,0.639,0.764,0.0469,0.0,0.153,77.117,4piK3GzwbnBh684LRIdzVe,Sleigh Ride,Ella Fitzgerald,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.626,0.248,0.639,0.827,0.061,0.0,0.0965,80.542,03wFD2CKnZgnQbqgPfO4fF,Ding-Dong! The Witch Is Dead,Ella Fitzgerald,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.432,0.866,0.353,0.0813,0.0657,0.0,0.115,68.039,4Lq2eCJPkusiiLBfoD05d0,Born Ready,Zayde Wølf,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.132,0.42,0.185,0.209,0.0368,0.00293,0.11,45.857,2oPv5XfZvGsPD8m7oBl5aJ,The Night,The Moody Blues,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.549,0.891,0.508,0.0141,0.0351,0.00323,0.0661,111.996,4L6mJJhYx3PNhKhaXX4BCw,Simple Life,Lynyrd Skynyrd,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.671,0.689,0.811,0.328,0.0932,2.95e-06,0.352,138.306,012JFkVnfxxnL0dN29j73L,Keep On Running - Remastered 2010,The Spencer Davis Group,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.931,0.39,0.806,0.159,0.0594,0.0,0.0812,96.006,2xF7M285cPAZyBYRWSZYDd,The Repair Man,Tucka,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.85,0.532,0.866,0.768,0.0576,0.0,0.358,120.905,4Wo8bxRPZD4FVvHld8YEC2,Hotta Chocolatta,Ella Fitzgerald,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.565,0.526,0.637,0.0339,0.0365,0.000119,0.11,167.936,2wnjZXcAT3rCjjqxLeHjv7,Going Down,Freddie King,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.647,0.876,0.949,0.881,0.185,3.59e-05,0.26,151.925,0XgmLT6nDInA6w2yxpVsZh,Run Rudolph Run,Chuck Berry,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.603,0.705,0.89,0.556,0.0328,0.00013,0.342,90.12,0PPIpnwOzCZMUaGiHbAEqc,Driving Home for Christmas,Chris Rea,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.638,0.378,0.379,0.628,0.0349,9.93e-06,0.184,128.034,4ZaSwueqdMGHr8z0oQSkMn,Seperti Babi,The Panasdalam,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
0.496,0.0854,0.648,0.897,0.0441,2.63e-06,0.0612,85.123,6BHXK9T6mVkuExBzVFemLf,Souvent,Salif Keita,blues,KAGGLE_BLUES,Blues (fan-curated proxy),fan_curated
